game_id,gameid_num,away,home,tm,line,min,fgm,fga,3pm,3pa,ftm,fta,off,def,tot,ast,pf,st,to,bs,ba,pts
20150412OKCIND,21401197,OKC,IND,IND,-150,240,42,79,10,20,22,35,9,43,52,25,26,4,12,3,4,116
20150412ATLWAS,21401198,ATL,WAS,ATL,375,240,36,87,9,29,18,24,7,31,38,24,22,10,11,2,6,99
20150412ATLWAS,21401198,ATL,WAS,WAS,-450,240,39,85,9,21,21,27,14,37,51,22,19,8,19,6,2,108
20150412NOPHOU,21401199,NOP,HOU,NOP,180,240,44,91,11,27,15,22,13,26,39,22,30,6,10,2,6,114
20150412NOPHOU,21401199,NOP,HOU,HOU,-220,240,39,73,9,24,34,48,9,31,40,16,18,6,11,6,2,121
20150412PHXSAS,21401200,PHX,SAS,PHX,2500,240,35,85,4,16,17,23,13,28,41,17,23,6,10,3,6,91
20150412PHXSAS,21401200,PHX,SAS,SAS,-5000,240,35,69,8,19,29,34,6,37,43,22,22,7,15,6,3,107
20150412DALLAL,21401201,DAL,LAL,DAL,-240,240,45,83,10,21,20,26,7,35,42,31,20,7,12,9,4,120
20150412DALLAL,21401201,DAL,LAL,LAL,200,240,34,78,9,24,29,36,6,31,37,20,20,4,12,4,9,106
20150413HOUCHA,21401202,HOU,CHA,HOU,-900,240,35,85,9,35,21,26,10,39,49,19,18,9,10,10,5,100
20150413HOUCHA,21401202,HOU,CHA,CHA,600,240,34,83,13,32,9,17,7,36,43,23,17,8,15,5,10,90
20150413DETCLE,21401203,DET,CLE,DET,310,240,38,83,9,25,12,20,8,23,31,21,8,4,7,4,7,97
20150413DETCLE,21401203,DET,CLE,CLE,-380,240,43,85,17,32,6,12,13,32,45,30,19,5,10,7,4,109
20150413MILPHI,21401204,MIL,PHI,MIL,-165,240,40,81,4,9,23,36,12,27,39,23,25,13,18,7,6,107
20150413MILPHI,21401204,MIL,PHI,PHI,145,240,32,81,6,28,27,34,14,26,40,22,28,11,29,6,7,97
20150413NYKATL,21401205,NYK,ATL,NYK,1175,240,43,77,13,25,13,19,9,30,39,33,19,7,17,7,3,112
20150413NYKATL,21401205,NYK,ATL,ATL,-2000,240,39,88,11,32,19,23,12,25,37,27,17,10,8,3,7,108
20150413CHIBKN,21401206,CHI,BKN,CHI,-130,240,44,88,12,30,13,17,9,37,46,26,18,7,7,8,3,113
20150413CHIBKN,21401206,CHI,BKN,BKN,110,240,32,87,3,12,19,22,12,30,42,12,14,2,10,3,8,86
20150413ORLMIA,21401207,ORL,MIA,ORL,210,240,35,85,6,21,17,28,11,30,41,14,23,10,8,4,9,93
20150413ORLMIA,21401207,ORL,MIA,MIA,-250,240,39,83,3,10,19,23,11,39,50,21,19,2,13,9,4,100
20150413NOPMIN,21401208,NOP,MIN,NOP,1100,240,37,84,6,21,20,24,10,29,39,15,23,6,9,9,10,100
20150413NOPMIN,21401208,NOP,MIN,MIN,-1800,240,31,78,4,14,22,28,8,35,43,19,22,1,11,10,9,88
20150413POROKC,21401209,POR,OKC,POR,290,240,38,83,8,23,6,9,3,32,35,22,21,1,12,4,6,90
20150413POROKC,21401209,POR,OKC,OKC,-350,240,39,96,4,21,19,27,18,40,58,14,19,8,8,6,4,101
20150413DALUTA,21401210,DAL,UTA,DAL,220,240,34,82,9,20,15,23,12,29,41,18,21,4,16,4,6,92
20150413DALUTA,21401210,DAL,UTA,UTA,-260,240,41,82,11,28,16,26,12,36,48,24,19,10,14,6,4,109
20150413LALSAC,21401211,LAL,SAC,LAL,150,240,40,96,4,15,8,13,17,32,49,19,26,8,11,3,6,92
20150413LALSAC,21401211,LAL,SAC,SAC,-170,240,35,72,4,16,28,36,5,36,41,22,14,4,10,6,3,102
20150413MEMGSW,21401212,MEM,GSW,MEM,310,240,41,98,5,15,20,25,18,26,44,24,22,11,15,4,7,107
20150413MEMGSW,21401212,MEM,GSW,GSW,-380,240,39,74,13,24,20,27,6,33,39,30,22,9,21,7,4,111
20150413DENLAC,21401213,DEN,LAC,DEN,1600,240,38,101,12,33,15,22,25,33,58,18,27,7,11,0,8,103
20150413DENLAC,21401213,DEN,LAC,LAC,-7400,240,37,82,7,21,29,37,13,34,47,25,16,7,13,8,0,110
20150414TORBOS,21401214,TOR,BOS,TOR,-110,240,35,80,9,24,14,20,7,36,43,17,18,9,18,9,6,93
20150414TORBOS,21401214,TOR,BOS,BOS,-110,240,38,99,6,27,13,15,17,33,50,24,19,7,14,6,9,95
20150414WASIND,21401215,WAS,IND,WAS,290,290,37,104,7,24,14,17,13,46,59,22,22,8,11,2,9,95
20150414WASIND,21401215,WAS,IND,IND,-350,290,40,105,9,30,10,17,14,42,56,22,17,5,13,9,2,99
20150414LACPHX,21401216,LAC,PHX,LAC,-700,240,42,87,15,38,13,18,11,33,44,26,19,10,12,5,3,112
20150414LACPHX,21401216,LAC,PHX,PHX,500,240,39,80,11,26,12,20,11,28,39,25,16,8,15,3,5,101
20150415ATLCHI,21401217,ATL,CHI,ATL,180,240,36,92,8,29,5,7,10,32,42,15,19,10,15,10,9,85
20150415ATLCHI,21401217,ATL,CHI,CHI,-210,240,31,77,7,24,22,26,7,43,50,14,12,11,21,9,10,91
20150415PORDAL,21401218,POR,DAL,POR,210,240,38,91,7,25,15,18,12,33,45,20,22,7,19,4,5,98
20150415PORDAL,21401218,POR,DAL,DAL,-250,240,39,86,9,25,27,34,12,42,54,18,17,9,14,5,4,114
20150415UTAHOU,21401219,UTA,HOU,UTA,600,240,38,101,5,27,10,18,14,30,44,23,21,12,14,6,13,91
20150415UTAHOU,21401219,UTA,HOU,HOU,-800,240,41,76,12,28,23,34,4,45,49,28,19,9,18,13,6,117
20150415INDMEM,21401220,IND,MEM,IND,-140,240,32,78,8,24,11,15,13,23,36,15,26,7,12,8,3,83
20150415INDMEM,21401220,IND,MEM,MEM,120,240,36,76,2,9,21,26,16,32,48,12,17,10,12,3,8,95
20150415BOSMIL,21401221,BOS,MIL,BOS,200,240,42,85,13,30,8,14,8,30,38,37,16,9,16,5,2,105
20150415BOSMIL,21401221,BOS,MIL,MIL,-240,240,41,89,7,21,11,16,16,32,48,35,17,7,17,2,5,100
20150415OKCMIN,21401222,OKC,MIN,OKC,1100,240,52,95,12,28,22,31,18,28,46,22,25,10,13,6,4,138
20150415OKCMIN,21401222,OKC,MIN,MIN,-2000,240,39,84,6,19,29,35,14,25,39,22,23,12,16,4,6,113
20150415SASNOP,21401223,SAS,NOP,SAS,-240,240,45,79,3,10,10,13,4,32,36,33,20,2,15,3,7,103
20150415SASNOP,21401223,SAS,NOP,NOP,200,240,43,83,5,10,17,25,7,28,35,23,18,11,9,7,3,108
20150415ORLBKN,21401224,ORL,BKN,ORL,350,240,38,79,7,20,5,13,10,32,42,18,21,6,17,4,5,88
